subscription_id,user_id,plan_type,monthly_fee,payment_method,auto_renew,tenure_months
SUB-218351,SPOT-118351,Free,0.0,None,0,12
SUB-218352,SPOT-118352,Premium Family,17.99,Carrier Billing,1,28
SUB-218353,SPOT-118353,Premium Individual,10.99,Credit Card,1,30
SUB-218354,SPOT-118354,Premium Individual,10.99,PayPal,1,10
SUB-218355,SPOT-118355,Free,0.0,None,0,16
SUB-218356,SPOT-118356,Premium Individual,10.99,Credit Card,1,3
SUB-218357,SPOT-118357,Free,0.0,None,0,21
SUB-218358,SPOT-118358,Premium Family,17.99,Credit Card,1,10
SUB-218359,SPOT-118359,Free,0.0,None,0,8
SUB-218360,SPOT-118360,Premium Family,17.99,Credit Card,1,21
SUB-218361,SPOT-118361,Premium Individual,10.99,Credit Card,1,18
SUB-218362,SPOT-118362,Premium Individual,10.99,PayPal,1,12
SUB-218363,SPOT-118363,Premium Duo,14.99,Credit Card,1,7
SUB-218364,SPOT-118364,Premium Individual,10.99,Credit Card,1,2
SUB-218365,SPOT-118365,Free,0.0,None,0,3
SUB-218366,SPOT-118366,Premium Individual,10.99,Credit Card,1,15
SUB-218367,SPOT-118367,Premium Individual,10.99,Credit Card,0,6
SUB-218368,SPOT-118368,Free,0.0,None,0,6
SUB-218369,SPOT-118369,Premium Individual,10.99,Carrier Billing,1,24
SUB-218370,SPOT-118370,Free,0.0,None,0,6
SUB-218371,SPOT-118371,Premium Family,17.99,PayPal,1,19
SUB-218372,SPOT-118372,Premium Individual,10.99,PayPal,1,17
SUB-218373,SPOT-118373,Free,0.0,None,0,31
SUB-218374,SPOT-118374,Premium Student,5.99,Carrier Billing,1,17
SUB-218375,SPOT-118375,Free,0.0,None,0,9
SUB-218376,SPOT-118376,Premium Individual,10.99,PayPal,1,2
SUB-218377,SPOT-118377,Premium Family,17.99,PayPal,0,5
SUB-218378,SPOT-118378,Premium Student,5.99,Credit Card,1,7
SUB-218379,SPOT-118379,Free,0.0,None,0,8
SUB-218380,SPOT-118380,Premium Individual,10.99,Gift Card,1,22
SUB-218381,SPOT-118381,Premium Student,5.99,PayPal,0,29
SUB-218382,SPOT-118382,Free,0.0,None,0,11
SUB-218383,SPOT-118383,Free,0.0,None,0,6
SUB-218384,SPOT-118384,Free,0.0,None,0,31
SUB-218385,SPOT-118385,Premium Family,17.99,Credit Card,1,5
SUB-218386,SPOT-118386,Premium Duo,14.99,PayPal,1,10
SUB-218387,SPOT-118387,Premium Duo,14.99,Credit Card,1,12
SUB-218388,SPOT-118388,Free,0.0,None,0,22
SUB-218389,SPOT-118389,Premium Individual,10.99,PayPal,1,3
SUB-218390,SPOT-118390,Premium Individual,10.99,Credit Card,1,13
SUB-218391,SPOT-118391,Premium Duo,14.99,Credit Card,1,2
SUB-218392,SPOT-118392,Premium Individual,10.99,PayPal,1,20
SUB-218393,SPOT-118393,Premium Individual,10.99,Credit Card,1,8
SUB-218394,SPOT-118394,Premium Individual,10.99,PayPal,1,5
SUB-218395,SPOT-118395,Free,0.0,None,0,14
SUB-218396,SPOT-118396,Free,0.0,None,0,19
SUB-218397,SPOT-118397,Premium Individual,10.99,Credit Card,1,6
SUB-218398,SPOT-118398,Premium Individual,10.99,PayPal,1,32
SUB-218399,SPOT-118399,Free,0.0,None,0,5
SUB-218400,SPOT-118400,Premium Individual,10.99,Carrier Billing,1,16
SUB-218401,SPOT-118401,Premium Individual,10.99,Credit Card,1,14
SUB-218402,SPOT-118402,Free,0.0,None,0,8
SUB-218403,SPOT-118403,Free,0.0,None,0,2
SUB-218404,SPOT-118404,Premium Family,17.99,Credit Card,1,24
SUB-218405,SPOT-118405,Free,0.0,None,0,33
SUB-218406,SPOT-118406,Free,0.0,None,0,5
SUB-218407,SPOT-118407,Free,0.0,None,0,8
SUB-218408,SPOT-118408,Premium Individual,10.99,PayPal,1,4
SUB-218409,SPOT-118409,Premium Individual,10.99,Credit Card,1,15
SUB-218410,SPOT-118410,Premium Family,17.99,Credit Card,1,25
SUB-218411,SPOT-118411,Premium Individual,10.99,PayPal,1,16
SUB-218412,SPOT-118412,Premium Student,5.99,PayPal,1,20
SUB-218413,SPOT-118413,Free,0.0,None,0,12
SUB-218414,SPOT-118414,Free,0.0,None,0,3
SUB-218415,SPOT-118415,Premium Duo,14.99,Carrier Billing,1,12
SUB-218416,SPOT-118416,Premium Individual,10.99,Credit Card,1,21
SUB-218417,SPOT-118417,Free,0.0,None,0,13
SUB-218418,SPOT-118418,Premium Family,17.99,Carrier Billing,1,31
SUB-218419,SPOT-118419,Premium Family,17.99,Carrier Billing,1,4
SUB-218420,SPOT-118420,Premium Individual,10.99,PayPal,1,33
SUB-218421,SPOT-118421,Free,0.0,None,0,8
SUB-218422,SPOT-118422,Free,0.0,None,0,29
SUB-218423,SPOT-118423,Premium Individual,10.99,Credit Card,1,23
SUB-218424,SPOT-118424,Premium Duo,14.99,Carrier Billing,1,32
SUB-218425,SPOT-118425,Premium Duo,14.99,Credit Card,1,8
SUB-218426,SPOT-118426,Premium Family,17.99,Credit Card,1,17
SUB-218427,SPOT-118427,Premium Duo,14.99,Credit Card,1,32
SUB-218428,SPOT-118428,Premium Duo,14.99,PayPal,1,10
SUB-218429,SPOT-118429,Premium Duo,14.99,PayPal,1,8
SUB-218430,SPOT-118430,Premium Duo,14.99,Gift Card,1,18
SUB-218431,SPOT-118431,Free,0.0,None,0,13
SUB-218432,SPOT-118432,Free,0.0,None,0,19
SUB-218433,SPOT-118433,Free,0.0,None,0,12
SUB-218434,SPOT-118434,Free,0.0,None,0,10
SUB-218435,SPOT-118435,Free,0.0,None,0,29
SUB-218436,SPOT-118436,Premium Family,17.99,Credit Card,0,16
SUB-218437,SPOT-118437,Premium Family,17.99,Credit Card,1,5
SUB-218438,SPOT-118438,Free,0.0,None,0,16
SUB-218439,SPOT-118439,Premium Individual,10.99,Credit Card,1,4
SUB-218440,SPOT-118440,Premium Family,17.99,PayPal,1,31
SUB-218441,SPOT-118441,Free,0.0,None,0,31
SUB-218442,SPOT-118442,Premium Duo,14.99,Credit Card,0,19
SUB-218443,SPOT-118443,Free,0.0,None,0,21
SUB-218444,SPOT-118444,Premium Individual,10.99,Credit Card,0,23
SUB-218445,SPOT-118445,Premium Family,17.99,Credit Card,0,5
SUB-218446,SPOT-118446,Free,0.0,None,0,24
SUB-218447,SPOT-118447,Premium Individual,10.99,Credit Card,1,13
SUB-218448,SPOT-118448,Premium Individual,10.99,PayPal,1,12
SUB-218449,SPOT-118449,Premium Family,17.99,Credit Card,1,16
SUB-218450,SPOT-118450,Premium Individual,10.99,Credit Card,1,30
SUB-218451,SPOT-118451,Premium Family,17.99,Carrier Billing,1,13
SUB-218452,SPOT-118452,Free,0.0,None,0,2
SUB-218453,SPOT-118453,Premium Individual,10.99,PayPal,1,6
SUB-218454,SPOT-118454,Free,0.0,None,0,25
SUB-218455,SPOT-118455,Premium Family,17.99,PayPal,1,6
SUB-218456,SPOT-118456,Free,0.0,None,0,18
SUB-218457,SPOT-118457,Premium Family,17.99,PayPal,1,21
SUB-218458,SPOT-118458,Premium Individual,10.99,Credit Card,1,11
SUB-218459,SPOT-118459,Free,0.0,None,0,25
SUB-218460,SPOT-118460,Premium Individual,10.99,Credit Card,1,20
SUB-218461,SPOT-118461,Free,0.0,None,0,15
SUB-218462,SPOT-118462,Premium Family,17.99,PayPal,1,26
SUB-218463,SPOT-118463,Premium Student,5.99,Credit Card,1,10
SUB-218464,SPOT-118464,Free,0.0,None,0,23
SUB-218465,SPOT-118465,Premium Individual,10.99,Credit Card,1,7
SUB-218466,SPOT-118466,Premium Individual,10.99,Credit Card,1,30
SUB-218467,SPOT-118467,Premium Individual,10.99,PayPal,1,13
SUB-218468,SPOT-118468,Premium Family,17.99,Carrier Billing,1,27
SUB-218469,SPOT-118469,Free,0.0,None,0,5
SUB-218470,SPOT-118470,Free,0.0,None,0,5
SUB-218471,SPOT-118471,Premium Individual,10.99,Gift Card,1,30
SUB-218472,SPOT-118472,Premium Student,5.99,Credit Card,1,21
SUB-218473,SPOT-118473,Premium Duo,14.99,Credit Card,1,25
SUB-218474,SPOT-118474,Free,0.0,None,0,15
SUB-218475,SPOT-118475,Free,0.0,None,0,33
SUB-218476,SPOT-118476,Premium Duo,14.99,Credit Card,1,23
SUB-218477,SPOT-118477,Free,0.0,None,0,10
SUB-218478,SPOT-118478,Premium Individual,10.99,Credit Card,1,17
SUB-218479,SPOT-118479,Free,0.0,None,0,22
SUB-218480,SPOT-118480,Premium Duo,14.99,Credit Card,1,5
SUB-218481,SPOT-118481,Premium Family,17.99,PayPal,0,27
SUB-218482,SPOT-118482,Premium Family,17.99,Credit Card,0,2
SUB-218483,SPOT-118483,Premium Individual,10.99,Credit Card,1,7
SUB-218484,SPOT-118484,Free,0.0,None,0,2
SUB-218485,SPOT-118485,Free,0.0,None,0,20
SUB-218486,SPOT-118486,Free,0.0,None,0,20
SUB-218487,SPOT-118487,Premium Individual,10.99,PayPal,1,26
SUB-218488,SPOT-118488,Premium Individual,10.99,Credit Card,1,29
SUB-218489,SPOT-118489,Premium Individual,10.99,PayPal,1,23
SUB-218490,SPOT-118490,Premium Individual,10.99,Carrier Billing,1,14
SUB-218491,SPOT-118491,Premium Student,5.99,Credit Card,1,20
SUB-218492,SPOT-118492,Premium Duo,14.99,Credit Card,1,14
SUB-218493,SPOT-118493,Free,0.0,None,0,17
SUB-218494,SPOT-118494,Premium Family,17.99,PayPal,1,24
SUB-218495,SPOT-118495,Free,0.0,None,0,22
SUB-218496,SPOT-118496,Free,0.0,None,0,26
SUB-218497,SPOT-118497,Premium Family,17.99,Gift Card,0,7
SUB-218498,SPOT-118498,Free,0.0,None,0,15
SUB-218499,SPOT-118499,Free,0.0,None,0,13
SUB-218500,SPOT-118500,Premium Family,17.99,Credit Card,1,8
SUB-218501,SPOT-118501,Premium Individual,10.99,Credit Card,1,31
SUB-218502,SPOT-118502,Premium Family,17.99,PayPal,1,23
SUB-218503,SPOT-118503,Free,0.0,None,0,8
SUB-218504,SPOT-118504,Premium Individual,10.99,PayPal,1,33
SUB-218505,SPOT-118505,Free,0.0,None,0,14
SUB-218506,SPOT-118506,Premium Individual,10.99,Credit Card,0,8
SUB-218507,SPOT-118507,Free,0.0,None,0,11
SUB-218508,SPOT-118508,Free,0.0,None,0,10
SUB-218509,SPOT-118509,Premium Student,5.99,Credit Card,1,20
SUB-218510,SPOT-118510,Premium Student,5.99,PayPal,1,12
SUB-218511,SPOT-118511,Premium Individual,10.99,Credit Card,1,15
SUB-218512,SPOT-118512,Free,0.0,None,0,31
SUB-218513,SPOT-118513,Free,0.0,None,0,26
SUB-218514,SPOT-118514,Free,0.0,None,0,10
SUB-218515,SPOT-118515,Free,0.0,None,0,32
SUB-218516,SPOT-118516,Free,0.0,None,0,33
SUB-218517,SPOT-118517,Premium Individual,10.99,PayPal,1,3
SUB-218518,SPOT-118518,Free,0.0,None,0,12
SUB-218519,SPOT-118519,Premium Duo,14.99,PayPal,1,7
SUB-218520,SPOT-118520,Free,0.0,None,0,4
SUB-218521,SPOT-118521,Premium Student,5.99,Gift Card,1,16
SUB-218522,SPOT-118522,Premium Individual,10.99,Credit Card,1,3
SUB-218523,SPOT-118523,Premium Individual,10.99,PayPal,1,7
SUB-218524,SPOT-118524,Premium Individual,10.99,Carrier Billing,1,17
SUB-218525,SPOT-118525,Premium Individual,10.99,PayPal,1,23
SUB-218526,SPOT-118526,Premium Individual,10.99,PayPal,1,7
SUB-218527,SPOT-118527,Free,0.0,None,0,25
SUB-218528,SPOT-118528,Premium Individual,10.99,Credit Card,1,31
SUB-218529,SPOT-118529,Premium Duo,14.99,Credit Card,1,19
SUB-218530,SPOT-118530,Free,0.0,None,0,21
SUB-218531,SPOT-118531,Free,0.0,None,0,19
SUB-218532,SPOT-118532,Premium Individual,10.99,PayPal,1,23
SUB-218533,SPOT-118533,Premium Family,17.99,Credit Card,1,12
SUB-218534,SPOT-118534,Premium Individual,10.99,Credit Card,1,14
SUB-218535,SPOT-118535,Premium Duo,14.99,Carrier Billing,1,5
SUB-218536,SPOT-118536,Premium Individual,10.99,PayPal,0,24
SUB-218537,SPOT-118537,Free,0.0,None,0,4
SUB-218538,SPOT-118538,Premium Individual,10.99,PayPal,1,25
SUB-218539,SPOT-118539,Premium Individual,10.99,Credit Card,1,20
SUB-218540,SPOT-118540,Free,0.0,None,0,6
SUB-218541,SPOT-118541,Free,0.0,None,0,2
SUB-218542,SPOT-118542,Free,0.0,None,0,25
SUB-218543,SPOT-118543,Premium Duo,14.99,Carrier Billing,1,6
SUB-218544,SPOT-118544,Free,0.0,None,0,6
SUB-218545,SPOT-118545,Premium Family,17.99,Credit Card,1,11
SUB-218546,SPOT-118546,Free,0.0,None,0,12
SUB-218547,SPOT-118547,Free,0.0,None,0,11
SUB-218548,SPOT-118548,Free,0.0,None,0,9
SUB-218549,SPOT-118549,Premium Student,5.99,PayPal,1,5
SUB-218550,SPOT-118550,Free,0.0,None,0,11
SUB-218551,SPOT-118551,Premium Individual,10.99,Credit Card,1,25
SUB-218552,SPOT-118552,Premium Student,5.99,Carrier Billing,0,23
SUB-218553,SPOT-118553,Premium Individual,10.99,Credit Card,0,9
SUB-218554,SPOT-118554,Free,0.0,None,0,4
SUB-218555,SPOT-118555,Premium Duo,14.99,Credit Card,0,10
SUB-218556,SPOT-118556,Free,0.0,None,0,21
SUB-218557,SPOT-118557,Free,0.0,None,0,30
SUB-218558,SPOT-118558,Premium Student,5.99,Credit Card,1,24
SUB-218559,SPOT-118559,Free,0.0,None,0,12
SUB-218560,SPOT-118560,Premium Individual,10.99,PayPal,1,15
SUB-218561,SPOT-118561,Premium Individual,10.99,Credit Card,1,24
SUB-218562,SPOT-118562,Premium Individual,10.99,Gift Card,1,9
SUB-218563,SPOT-118563,Premium Duo,14.99,Credit Card,1,31
SUB-218564,SPOT-118564,Free,0.0,None,0,20
SUB-218565,SPOT-118565,Premium Student,5.99,Credit Card,0,21
SUB-218566,SPOT-118566,Premium Student,5.99,Credit Card,1,15
SUB-218567,SPOT-118567,Premium Duo,14.99,PayPal,1,32
SUB-218568,SPOT-118568,Premium Individual,10.99,Carrier Billing,1,31
SUB-218569,SPOT-118569,Free,0.0,None,0,28
SUB-218570,SPOT-118570,Free,0.0,None,0,3
SUB-218571,SPOT-118571,Premium Individual,10.99,Carrier Billing,1,5
SUB-218572,SPOT-118572,Premium Student,5.99,Credit Card,1,11
SUB-218573,SPOT-118573,Free,0.0,None,0,31
SUB-218574,SPOT-118574,Free,0.0,None,0,16
SUB-218575,SPOT-118575,Premium Student,5.99,PayPal,1,20
SUB-218576,SPOT-118576,Free,0.0,None,0,3
SUB-218577,SPOT-118577,Free,0.0,None,0,4
SUB-218578,SPOT-118578,Premium Student,5.99,Carrier Billing,1,32
SUB-218579,SPOT-118579,Premium Individual,10.99,Credit Card,1,15
SUB-218580,SPOT-118580,Premium Student,5.99,Credit Card,1,5
SUB-218581,SPOT-118581,Free,0.0,None,0,28
SUB-218582,SPOT-118582,Premium Family,17.99,Carrier Billing,1,24
SUB-218583,SPOT-118583,Free,0.0,None,0,19
SUB-218584,SPOT-118584,Premium Student,5.99,Credit Card,1,14
SUB-218585,SPOT-118585,Free,0.0,None,0,11
SUB-218586,SPOT-118586,Premium Duo,14.99,Credit Card,0,22
SUB-218587,SPOT-118587,Free,0.0,None,0,14
SUB-218588,SPOT-118588,Premium Individual,10.99,Credit Card,1,20
SUB-218589,SPOT-118589,Free,0.0,None,0,31
SUB-218590,SPOT-118590,Premium Individual,10.99,Gift Card,1,2
SUB-218591,SPOT-118591,Free,0.0,None,0,21
SUB-218592,SPOT-118592,Premium Duo,14.99,Credit Card,1,12
SUB-218593,SPOT-118593,Premium Student,5.99,Credit Card,1,32
SUB-218594,SPOT-118594,Free,0.0,None,0,17
SUB-218595,SPOT-118595,Premium Individual,10.99,Credit Card,1,29
SUB-218596,SPOT-118596,Premium Individual,10.99,Credit Card,0,27
SUB-218597,SPOT-118597,Premium Individual,10.99,Credit Card,1,2
SUB-218598,SPOT-118598,Premium Individual,10.99,Credit Card,1,11
SUB-218599,SPOT-118599,Free,0.0,None,0,26
SUB-218600,SPOT-118600,Premium Student,5.99,Credit Card,1,8
SUB-218601,SPOT-118601,Premium Individual,10.99,Carrier Billing,1,32
SUB-218602,SPOT-118602,Premium Duo,14.99,Credit Card,1,8
SUB-218603,SPOT-118603,Premium Family,17.99,PayPal,1,19
SUB-218604,SPOT-118604,Free,0.0,None,0,7
SUB-218605,SPOT-118605,Free,0.0,None,0,18
SUB-218606,SPOT-118606,Premium Individual,10.99,PayPal,1,10
SUB-218607,SPOT-118607,Free,0.0,None,0,31
SUB-218608,SPOT-118608,Free,0.0,None,0,22
SUB-218609,SPOT-118609,Free,0.0,None,0,29
SUB-218610,SPOT-118610,Premium Individual,10.99,Gift Card,0,4
SUB-218611,SPOT-118611,Premium Individual,10.99,Credit Card,1,32
SUB-218612,SPOT-118612,Free,0.0,None,0,8
SUB-218613,SPOT-118613,Free,0.0,None,0,31
SUB-218614,SPOT-118614,Premium Individual,10.99,Carrier Billing,1,28
SUB-218615,SPOT-118615,Free,0.0,None,0,13
SUB-218616,SPOT-118616,Free,0.0,None,0,4
SUB-218617,SPOT-118617,Free,0.0,None,0,15
SUB-218618,SPOT-118618,Free,0.0,None,0,27
SUB-218619,SPOT-118619,Free,0.0,None,0,26
SUB-218620,SPOT-118620,Free,0.0,None,0,24
SUB-218621,SPOT-118621,Free,0.0,None,0,9
SUB-218622,SPOT-118622,Premium Family,17.99,PayPal,1,3
SUB-218623,SPOT-118623,Free,0.0,None,0,26
SUB-218624,SPOT-118624,Premium Student,5.99,PayPal,1,32
SUB-218625,SPOT-118625,Free,0.0,None,0,20
SUB-218626,SPOT-118626,Premium Individual,10.99,Credit Card,1,5
SUB-218627,SPOT-118627,Premium Individual,10.99,Credit Card,1,2
SUB-218628,SPOT-118628,Premium Individual,10.99,Credit Card,1,4
SUB-218629,SPOT-118629,Premium Student,5.99,PayPal,1,18
SUB-218630,SPOT-118630,Free,0.0,None,0,26
SUB-218631,SPOT-118631,Free,0.0,None,0,21
SUB-218632,SPOT-118632,Free,0.0,None,0,2
SUB-218633,SPOT-118633,Free,0.0,None,0,21
SUB-218634,SPOT-118634,Free,0.0,None,0,7
SUB-218635,SPOT-118635,Premium Student,5.99,Credit Card,1,10
SUB-218636,SPOT-118636,Premium Duo,14.99,Credit Card,1,31
SUB-218637,SPOT-118637,Free,0.0,None,0,27
SUB-218638,SPOT-118638,Premium Individual,10.99,Credit Card,1,9
SUB-218639,SPOT-118639,Premium Family,17.99,Carrier Billing,1,32
SUB-218640,SPOT-118640,Free,0.0,None,0,2
SUB-218641,SPOT-118641,Free,0.0,None,0,11
SUB-218642,SPOT-118642,Premium Duo,14.99,Credit Card,1,2
SUB-218643,SPOT-118643,Free,0.0,None,0,29
SUB-218644,SPOT-118644,Premium Individual,10.99,Credit Card,1,8
SUB-218645,SPOT-118645,Premium Individual,10.99,Credit Card,1,17
SUB-218646,SPOT-118646,Premium Student,5.99,Credit Card,1,20
SUB-218647,SPOT-118647,Premium Individual,10.99,PayPal,1,4
SUB-218648,SPOT-118648,Premium Individual,10.99,Credit Card,1,32
SUB-218649,SPOT-118649,Premium Student,5.99,Gift Card,1,14
SUB-218650,SPOT-118650,Premium Individual,10.99,Credit Card,1,19
SUB-218651,SPOT-118651,Premium Family,17.99,Credit Card,1,11
SUB-218652,SPOT-118652,Premium Individual,10.99,Credit Card,0,25
SUB-218653,SPOT-118653,Premium Duo,14.99,PayPal,1,23
SUB-218654,SPOT-118654,Premium Individual,10.99,Credit Card,0,26
SUB-218655,SPOT-118655,Premium Family,17.99,PayPal,1,22
SUB-218656,SPOT-118656,Premium Individual,10.99,Credit Card,1,21
SUB-218657,SPOT-118657,Free,0.0,None,0,17
SUB-218658,SPOT-118658,Premium Family,17.99,Credit Card,1,15
SUB-218659,SPOT-118659,Free,0.0,None,0,16
SUB-218660,SPOT-118660,Free,0.0,None,0,32
SUB-218661,SPOT-118661,Premium Individual,10.99,Credit Card,1,18
SUB-218662,SPOT-118662,Premium Duo,14.99,Gift Card,0,18
SUB-218663,SPOT-118663,Free,0.0,None,0,13
SUB-218664,SPOT-118664,Premium Duo,14.99,Carrier Billing,1,13
SUB-218665,SPOT-118665,Free,0.0,None,0,29
SUB-218666,SPOT-118666,Free,0.0,None,0,29
SUB-218667,SPOT-118667,Premium Individual,10.99,Credit Card,1,13
SUB-218668,SPOT-118668,Free,0.0,None,0,29
SUB-218669,SPOT-118669,Premium Individual,10.99,Credit Card,1,29
SUB-218670,SPOT-118670,Free,0.0,None,0,17
SUB-218671,SPOT-118671,Free,0.0,None,0,12
SUB-218672,SPOT-118672,Premium Family,17.99,Credit Card,1,23
SUB-218673,SPOT-118673,Premium Duo,14.99,Credit Card,0,14
SUB-218674,SPOT-118674,Free,0.0,None,0,9
SUB-218675,SPOT-118675,Premium Duo,14.99,PayPal,1,2
SUB-218676,SPOT-118676,Premium Individual,10.99,Credit Card,0,26
SUB-218677,SPOT-118677,Premium Duo,14.99,Credit Card,0,24
SUB-218678,SPOT-118678,Free,0.0,None,0,30
SUB-218679,SPOT-118679,Premium Individual,10.99,Credit Card,0,4
SUB-218680,SPOT-118680,Premium Family,17.99,PayPal,1,24
SUB-218681,SPOT-118681,Free,0.0,None,0,29
SUB-218682,SPOT-118682,Premium Duo,14.99,PayPal,1,12
SUB-218683,SPOT-118683,Premium Duo,14.99,PayPal,1,26
SUB-218684,SPOT-118684,Free,0.0,None,0,22
SUB-218685,SPOT-118685,Free,0.0,None,0,12
SUB-218686,SPOT-118686,Free,0.0,None,0,8
SUB-218687,SPOT-118687,Free,0.0,None,0,5
SUB-218688,SPOT-118688,Premium Individual,10.99,Credit Card,1,12
SUB-218689,SPOT-118689,Premium Family,17.99,Credit Card,1,23
SUB-218690,SPOT-118690,Free,0.0,None,0,32
SUB-218691,SPOT-118691,Premium Family,17.99,Credit Card,1,14
SUB-218692,SPOT-118692,Free,0.0,None,0,25
SUB-218693,SPOT-118693,Premium Individual,10.99,Credit Card,1,16
SUB-218694,SPOT-118694,Premium Family,17.99,Gift Card,1,20
SUB-218695,SPOT-118695,Premium Individual,10.99,PayPal,1,24
SUB-218696,SPOT-118696,Free,0.0,None,0,12
SUB-218697,SPOT-118697,Premium Individual,10.99,PayPal,1,11
SUB-218698,SPOT-118698,Premium Individual,10.99,Credit Card,1,19
SUB-218699,SPOT-118699,Free,0.0,None,0,21
SUB-218700,SPOT-118700,Premium Individual,10.99,Credit Card,1,4
SUB-218701,SPOT-118701,Premium Individual,10.99,PayPal,1,15
SUB-218702,SPOT-118702,Premium Student,5.99,Credit Card,1,5
SUB-218703,SPOT-118703,Free,0.0,None,0,31
SUB-218704,SPOT-118704,Premium Duo,14.99,PayPal,1,12
SUB-218705,SPOT-118705,Free,0.0,None,0,16
SUB-218706,SPOT-118706,Premium Student,5.99,PayPal,1,21
SUB-218707,SPOT-118707,Premium Student,5.99,Credit Card,1,12
SUB-218708,SPOT-118708,Premium Duo,14.99,Credit Card,1,12
SUB-218709,SPOT-118709,Premium Family,17.99,PayPal,1,30
SUB-218710,SPOT-118710,Premium Family,17.99,Gift Card,1,5
SUB-218711,SPOT-118711,Premium Individual,10.99,Credit Card,0,6
SUB-218712,SPOT-118712,Premium Student,5.99,Carrier Billing,1,26
SUB-218713,SPOT-118713,Premium Student,5.99,PayPal,1,25
SUB-218714,SPOT-118714,Premium Individual,10.99,Credit Card,1,22
SUB-218715,SPOT-118715,Premium Student,5.99,PayPal,0,16
SUB-218716,SPOT-118716,Premium Individual,10.99,Credit Card,1,3
SUB-218717,SPOT-118717,Premium Duo,14.99,Credit Card,1,29
SUB-218718,SPOT-118718,Premium Student,5.99,Credit Card,0,14
SUB-218719,SPOT-118719,Premium Individual,10.99,PayPal,1,24
SUB-218720,SPOT-118720,Premium Individual,10.99,Credit Card,1,25
SUB-218721,SPOT-118721,Premium Individual,10.99,PayPal,1,28
SUB-218722,SPOT-118722,Free,0.0,None,0,4
SUB-218723,SPOT-118723,Premium Individual,10.99,PayPal,1,22
SUB-218724,SPOT-118724,Premium Duo,14.99,PayPal,1,23
SUB-218725,SPOT-118725,Free,0.0,None,0,30
SUB-218726,SPOT-118726,Premium Individual,10.99,Carrier Billing,1,3
SUB-218727,SPOT-118727,Free,0.0,None,0,11
SUB-218728,SPOT-118728,Free,0.0,None,0,21
SUB-218729,SPOT-118729,Premium Duo,14.99,Credit Card,0,10
SUB-218730,SPOT-118730,Premium Family,17.99,PayPal,1,32
SUB-218731,SPOT-118731,Premium Individual,10.99,Carrier Billing,1,14
SUB-218732,SPOT-118732,Premium Individual,10.99,Credit Card,1,33
SUB-218733,SPOT-118733,Premium Individual,10.99,PayPal,1,16
SUB-218734,SPOT-118734,Premium Individual,10.99,Carrier Billing,1,24
SUB-218735,SPOT-118735,Premium Duo,14.99,PayPal,1,2
SUB-218736,SPOT-118736,Free,0.0,None,0,15
SUB-218737,SPOT-118737,Premium Individual,10.99,Credit Card,1,20
SUB-218738,SPOT-118738,Premium Duo,14.99,Credit Card,1,25
SUB-218739,SPOT-118739,Free,0.0,None,0,20
SUB-218740,SPOT-118740,Free,0.0,None,0,6
SUB-218741,SPOT-118741,Premium Individual,10.99,Credit Card,1,22
SUB-218742,SPOT-118742,Premium Individual,10.99,Credit Card,1,30
SUB-218743,SPOT-118743,Premium Student,5.99,PayPal,1,18
SUB-218744,SPOT-118744,Free,0.0,None,0,13
SUB-218745,SPOT-118745,Premium Individual,10.99,Credit Card,1,22
SUB-218746,SPOT-118746,Free,0.0,None,0,17
SUB-218747,SPOT-118747,Free,0.0,None,0,19
SUB-218748,SPOT-118748,Free,0.0,None,0,15
SUB-218749,SPOT-118749,Free,0.0,None,0,16
SUB-218750,SPOT-118750,Premium Student,5.99,PayPal,1,25
SUB-218751,SPOT-118751,Premium Individual,10.99,PayPal,1,27
SUB-218752,SPOT-118752,Premium Student,5.99,Credit Card,0,25
SUB-218753,SPOT-118753,Premium Duo,14.99,PayPal,1,33
SUB-218754,SPOT-118754,Premium Student,5.99,Credit Card,1,18
SUB-218755,SPOT-118755,Premium Family,17.99,Carrier Billing,1,11
SUB-218756,SPOT-118756,Free,0.0,None,0,31
SUB-218757,SPOT-118757,Free,0.0,None,0,10
SUB-218758,SPOT-118758,Premium Individual,10.99,Credit Card,1,7
SUB-218759,SPOT-118759,Premium Family,17.99,Credit Card,0,14
SUB-218760,SPOT-118760,Free,0.0,None,0,23
SUB-218761,SPOT-118761,Premium Individual,10.99,PayPal,1,20
SUB-218762,SPOT-118762,Premium Individual,10.99,Credit Card,1,31
SUB-218763,SPOT-118763,Premium Individual,10.99,Credit Card,1,21
SUB-218764,SPOT-118764,Premium Individual,10.99,Credit Card,0,2
SUB-218765,SPOT-118765,Premium Family,17.99,Credit Card,1,2
SUB-218766,SPOT-118766,Premium Student,5.99,PayPal,1,11
SUB-218767,SPOT-118767,Premium Student,5.99,Credit Card,1,20
SUB-218768,SPOT-118768,Free,0.0,None,0,19
SUB-218769,SPOT-118769,Premium Student,5.99,PayPal,1,25
SUB-218770,SPOT-118770,Premium Individual,10.99,Credit Card,1,16
SUB-218771,SPOT-118771,Premium Duo,14.99,Credit Card,1,23
SUB-218772,SPOT-118772,Premium Student,5.99,PayPal,1,32
SUB-218773,SPOT-118773,Premium Individual,10.99,Credit Card,1,8
SUB-218774,SPOT-118774,Free,0.0,None,0,30
SUB-218775,SPOT-118775,Premium Individual,10.99,Credit Card,1,6
SUB-218776,SPOT-118776,Premium Duo,14.99,Credit Card,1,23
