user_id,preferred_device,avg_daily_listening_hours,avg_daily_tracks,avg_daily_skips,skip_rate,weekly_ads_listened,podcast_share,playlists_created,active_days_last_30d
SPOT-119422,Mobile,2.37,42,17,0.4053,0,0.082,6,19
SPOT-119423,Mobile,1.81,32,11,0.3689,56,0.125,1,17
SPOT-119424,Mobile,3.25,58,6,0.1138,0,0.109,5,23
SPOT-119425,Desktop,3.11,56,5,0.1045,0,0.548,6,26
SPOT-119426,Smart Speaker,9.62,173,28,0.1637,0,0.075,6,29
SPOT-119427,Desktop,0.37,6,0,0.1462,11,0.213,3,21
SPOT-119428,Connected Car,2.62,47,10,0.226,82,0.146,6,25
SPOT-119429,Mobile,1.66,29,17,0.613,52,0.037,2,8
SPOT-119430,Mobile,2.37,42,22,0.5326,0,0.283,12,17
SPOT-119431,Mobile,6.13,110,25,0.2319,0,0.388,11,24
SPOT-119432,Mobile,4.27,76,33,0.4373,134,0.344,3,24
SPOT-119433,Mobile,0.92,16,4,0.2905,28,0.039,2,7
SPOT-119434,Web Player,0.81,14,4,0.3097,25,0.543,3,24
SPOT-119435,Desktop,1.09,19,7,0.3686,34,0.37,3,20
SPOT-119436,Mobile,5.05,90,16,0.1884,0,0.38,5,24
SPOT-119437,Desktop,2.9,52,13,0.2625,0,0.312,5,27
SPOT-119438,Mobile,0.69,12,1,0.1498,0,0.304,7,23
SPOT-119439,Mobile,5.05,90,15,0.1758,0,0.053,5,21
SPOT-119440,Desktop,1.03,18,3,0.1768,32,0.734,0,5
SPOT-119441,Mobile,3.83,68,4,0.0727,0,0.201,7,23
SPOT-119442,Smart Speaker,7.05,126,30,0.2435,0,0.153,6,22
SPOT-119443,Desktop,5.09,91,23,0.2565,0,0.578,8,21
SPOT-119444,Mobile,4.4,79,16,0.2124,138,0.275,1,23
SPOT-119445,Smart Speaker,0.95,17,8,0.4784,0,0.414,7,21
SPOT-119446,Desktop,3.74,67,15,0.23,0,0.201,2,24
SPOT-119447,Web Player,2.23,40,25,0.6445,70,0.104,3,24
SPOT-119448,Mobile,3.25,58,10,0.1846,0,0.399,2,20
SPOT-119449,Mobile,2.61,47,19,0.4093,82,0.242,1,9
SPOT-119450,Desktop,3.55,63,4,0.0721,0,0.161,5,24
SPOT-119451,Mobile,0.55,9,1,0.1894,17,0.127,3,11
SPOT-119452,Mobile,1.38,24,3,0.1646,43,0.286,0,9
SPOT-119453,Mobile,1.97,35,11,0.3315,62,0.649,2,23
SPOT-119454,Connected Car,2.08,37,11,0.3052,0,0.54,1,21
SPOT-119455,Mobile,5.56,100,34,0.3404,0,0.45,7,21
SPOT-119456,Desktop,6.93,124,39,0.3162,0,0.459,5,24
SPOT-119457,Smart Speaker,6.71,120,23,0.1987,0,0.084,9,22
SPOT-119458,Desktop,2.43,43,18,0.4195,0,0.318,5,20
SPOT-119459,Mobile,1.6,28,6,0.2162,50,0.158,1,10
SPOT-119460,Connected Car,8.94,161,32,0.2028,0,0.278,1,26
SPOT-119461,Connected Car,1.55,27,7,0.2811,0,0.727,6,22
SPOT-119462,Web Player,2.37,42,8,0.1989,0,0.707,9,21
SPOT-119463,Mobile,7.62,137,22,0.162,0,0.278,6,24
SPOT-119464,Mobile,5.68,102,54,0.5308,0,0.076,4,23
SPOT-119465,Mobile,2.09,37,15,0.421,65,0.015,6,19
SPOT-119466,Desktop,1.07,19,4,0.25,0,0.263,5,23
SPOT-119467,Mobile,8.46,152,49,0.3264,0,0.214,7,25
SPOT-119468,Desktop,7.73,139,4,0.0295,0,0.025,9,26
SPOT-119469,Mobile,1.88,33,10,0.307,0,0.438,5,23
SPOT-119470,Smart Speaker,2.39,42,20,0.4991,75,0.179,3,27
SPOT-119471,Mobile,2.77,49,20,0.4121,0,0.433,5,25
SPOT-119472,Web Player,1.95,35,9,0.2731,0,0.385,3,22
SPOT-119473,Smart Speaker,2.36,42,15,0.3645,74,0.156,1,23
SPOT-119474,Desktop,2.32,41,9,0.2236,0,0.062,11,19
SPOT-119475,Mobile,1.74,31,7,0.2453,0,0.214,6,7
SPOT-119476,Smart Speaker,0.88,15,0,0.042,0,0.539,9,21
SPOT-119477,Desktop,6.1,109,20,0.1904,0,0.8,6,22
SPOT-119478,Mobile,3.27,58,11,0.1965,0,0.412,4,23
SPOT-119479,Mobile,1.93,34,6,0.1838,60,0.565,2,23
SPOT-119480,Desktop,0.93,16,5,0.3356,0,0.46,7,8
SPOT-119481,Mobile,2.75,49,18,0.3805,86,0.229,1,17
SPOT-119482,Web Player,2.11,37,11,0.3015,0,0.079,2,24
SPOT-119483,Desktop,2.48,44,10,0.2288,0,0.288,5,24
SPOT-119484,Smart Speaker,4.29,77,16,0.2198,135,0.268,0,20
SPOT-119485,Desktop,5.99,107,11,0.1121,0,0.319,10,18
SPOT-119486,Desktop,2.21,39,7,0.1998,0,0.302,6,26
SPOT-119487,Mobile,0.68,12,3,0.3154,0,0.269,6,23
SPOT-119488,Mobile,3.56,64,19,0.3007,0,0.262,5,24
SPOT-119489,Mobile,2.8,50,17,0.3477,0,0.164,6,24
SPOT-119490,Mobile,2.48,44,3,0.0904,0,0.37,10,27
SPOT-119491,Web Player,3.67,65,13,0.2059,115,0.294,2,24
SPOT-119492,Mobile,3.05,54,10,0.1995,96,0.055,4,17
SPOT-119493,Mobile,1.7,30,4,0.1624,0,0.38,1,24
SPOT-119494,Mobile,6.35,114,7,0.0692,0,0.5,9,24
SPOT-119495,Mobile,3.9,70,26,0.3852,0,0.343,12,22
SPOT-119496,Desktop,3.33,59,13,0.2351,0,0.03,10,21
SPOT-119497,Mobile,4.8,86,23,0.2753,0,0.354,4,21
SPOT-119498,Desktop,2.11,37,11,0.3131,66,0.528,2,20
SPOT-119499,Mobile,2.83,50,5,0.1102,89,0.421,3,7
SPOT-119500,Connected Car,5.07,91,10,0.1177,0,0.461,9,20
SPOT-119501,Mobile,3.51,63,25,0.3984,0,0.007,6,25
SPOT-119502,Smart Speaker,2.06,37,8,0.2398,64,0.402,0,13
SPOT-119503,Web Player,1.39,25,5,0.2168,0,0.266,7,20
SPOT-119504,Mobile,3.02,54,17,0.3238,0,0.039,7,23
SPOT-119505,Mobile,1.32,23,10,0.4777,0,0.124,13,22
SPOT-119506,Mobile,4.57,82,7,0.0973,0,0.219,7,21
SPOT-119507,Mobile,3.69,66,21,0.3205,0,0.316,8,21
SPOT-119508,Mobile,2.94,52,25,0.4956,92,0.164,1,7
SPOT-119509,Smart Speaker,1.08,19,10,0.5476,0,0.55,9,23
SPOT-119510,Desktop,1.76,31,2,0.0748,0,0.401,10,25
SPOT-119511,Desktop,8.05,144,6,0.0463,0,0.699,6,22
SPOT-119512,Smart Speaker,2.34,42,7,0.1682,0,0.266,13,23
SPOT-119513,Mobile,2.46,44,5,0.1268,0,0.212,7,23
SPOT-119514,Mobile,1.87,33,3,0.1133,58,0.167,1,21
SPOT-119515,Mobile,3.63,65,3,0.0574,0,0.125,5,19
SPOT-119516,Mobile,1.79,32,5,0.1819,56,0.305,3,26
SPOT-119517,Mobile,1.75,31,7,0.2573,55,0.521,0,8
SPOT-119518,Mobile,4.88,87,14,0.1685,0,0.06,4,22
SPOT-119519,Desktop,3.87,69,35,0.514,0,0.405,4,21
SPOT-119520,Smart Speaker,1.88,33,9,0.2797,59,0.263,3,22
SPOT-119521,Desktop,6.76,121,48,0.3975,0,0.128,8,21
SPOT-119522,Desktop,1.6,28,12,0.458,50,0.242,3,9
SPOT-119523,Mobile,2.35,42,13,0.3156,73,0.229,2,11
SPOT-119524,Smart Speaker,2.88,51,10,0.1966,90,0.137,2,24
SPOT-119525,Mobile,2.63,47,18,0.3952,82,0.162,3,25
SPOT-119526,Mobile,3.1,55,7,0.1407,0,0.302,3,18
SPOT-119527,Smart Speaker,2.89,52,14,0.2882,0,0.122,5,20
SPOT-119528,Web Player,1.93,34,5,0.1591,0,0.284,7,22
SPOT-119529,Mobile,8.05,144,8,0.0595,0,0.294,7,25
SPOT-119530,Desktop,2.56,46,31,0.6838,80,0.12,1,22
SPOT-119531,Mobile,3.26,58,25,0.4335,0,0.051,6,23
SPOT-119532,Mobile,3.55,63,6,0.1043,0,0.608,8,20
SPOT-119533,Mobile,3.0,54,25,0.4737,94,0.671,2,8
SPOT-119534,Desktop,1.12,20,2,0.1419,0,0.383,6,21
SPOT-119535,Smart Speaker,2.94,52,23,0.4475,92,0.376,0,12
SPOT-119536,Mobile,2.22,39,4,0.1179,0,0.29,4,18
SPOT-119537,Mobile,5.9,106,38,0.366,0,0.145,7,17
SPOT-119538,Mobile,5.4,97,14,0.1491,0,0.096,3,25
SPOT-119539,Mobile,1.32,23,6,0.2911,0,0.279,6,19
SPOT-119540,Mobile,3.55,63,14,0.2244,0,0.618,9,24
SPOT-119541,Desktop,0.62,11,3,0.3562,19,0.65,3,10
SPOT-119542,Mobile,0.55,9,2,0.2938,17,0.044,2,13
SPOT-119543,Mobile,2.08,37,1,0.045,0,0.072,4,23
SPOT-119544,Desktop,3.19,57,35,0.6306,0,0.159,4,21
SPOT-119545,Web Player,1.58,28,1,0.039,0,0.656,11,22
SPOT-119546,Mobile,2.59,46,13,0.2982,0,0.293,6,26
SPOT-119547,Desktop,0.8,14,3,0.2372,0,0.042,2,26
SPOT-119548,Web Player,3.02,54,8,0.1541,0,0.074,7,24
SPOT-119549,Smart Speaker,1.39,24,8,0.3471,43,0.255,1,6
SPOT-119550,Mobile,1.14,20,11,0.589,36,0.315,1,20
SPOT-119551,Mobile,1.46,26,6,0.2548,0,0.13,4,22
SPOT-119552,Desktop,2.32,41,11,0.2886,0,0.091,7,25
SPOT-119553,Desktop,1.36,24,7,0.3153,0,0.141,8,20
SPOT-119554,Web Player,1.58,28,5,0.203,0,0.451,5,21
SPOT-119555,Smart Speaker,1.89,34,13,0.3858,0,0.487,2,22
SPOT-119556,Mobile,2.45,44,12,0.2846,77,0.304,1,10
SPOT-119557,Web Player,1.15,20,11,0.5917,0,0.272,4,24
SPOT-119558,Mobile,4.27,76,22,0.2992,0,0.167,2,22
SPOT-119559,Mobile,3.33,60,27,0.4522,105,0.19,1,26
SPOT-119560,Desktop,4.18,75,4,0.0594,0,0.345,2,25
SPOT-119561,Smart Speaker,1.06,19,8,0.4499,33,0.528,2,25
SPOT-119562,Smart Speaker,4.23,76,34,0.4527,0,0.125,0,24
SPOT-119563,Web Player,1.32,23,7,0.3109,0,0.186,5,21
SPOT-119564,Mobile,3.56,64,10,0.1697,0,0.237,7,21
SPOT-119565,Desktop,3.07,55,29,0.5407,0,0.161,4,26
SPOT-119566,Mobile,1.86,33,4,0.1475,0,0.548,9,26
SPOT-119567,Desktop,1.09,19,7,0.383,34,0.505,2,10
SPOT-119568,Web Player,3.18,57,7,0.1365,0,0.078,3,23
SPOT-119569,Mobile,1.6,28,20,0.742,50,0.059,1,24
SPOT-119570,Connected Car,0.92,16,6,0.4292,0,0.599,8,9
SPOT-119571,Mobile,2.05,36,14,0.4095,64,0.301,0,12
SPOT-119572,Mobile,4.75,85,80,0.95,149,0.34,2,29
SPOT-119573,Mobile,1.09,19,9,0.4847,34,0.319,1,26
SPOT-119574,Mobile,2.3,41,4,0.1068,0,0.152,5,23
SPOT-119575,Desktop,3.99,71,12,0.172,0,0.328,3,21
SPOT-119576,Connected Car,1.82,32,13,0.4325,57,0.492,1,10
SPOT-119577,Mobile,0.49,8,0,0.0516,0,0.263,6,18
SPOT-119578,Desktop,2.81,50,4,0.0909,0,0.591,5,19
SPOT-119579,Mobile,1.74,31,18,0.5909,0,0.182,5,26
SPOT-119580,Mobile,0.92,16,3,0.207,28,0.069,2,14
SPOT-119581,Mobile,1.8,32,10,0.3345,56,0.4,0,12
SPOT-119582,Desktop,1.76,31,8,0.2719,55,0.089,3,22
SPOT-119583,Mobile,7.8,140,20,0.1489,0,0.286,4,21
SPOT-119584,Smart Speaker,3.03,54,1,0.0258,0,0.236,7,22
SPOT-119585,Mobile,2.86,51,16,0.3252,0,0.055,5,22
SPOT-119586,Mobile,1.32,23,3,0.1395,0,0.152,5,21
SPOT-119587,Mobile,2.69,48,17,0.3735,84,0.271,4,25
SPOT-119588,Mobile,0.79,14,2,0.1561,24,0.333,4,23
SPOT-119589,Desktop,2.11,37,8,0.2384,66,0.081,1,25
SPOT-119590,Mobile,2.44,43,4,0.1039,0,0.264,5,25
SPOT-119591,Mobile,1.77,31,9,0.2936,55,0.24,1,20
SPOT-119592,Mobile,3.24,58,36,0.6208,102,0.414,2,9
SPOT-119593,Smart Speaker,1.09,19,7,0.4047,34,0.069,2,23
SPOT-119594,Mobile,4.87,87,14,0.1657,0,0.066,8,25
SPOT-119595,Mobile,2.86,51,37,0.7428,89,0.181,0,11
SPOT-119596,Smart Speaker,0.27,4,0,0.2166,0,0.272,2,19
SPOT-119597,Mobile,4.87,87,9,0.1078,0,0.326,3,21
SPOT-119598,Mobile,1.97,35,10,0.2975,62,0.324,2,24
SPOT-119599,Connected Car,1.95,35,10,0.3119,61,0.455,1,14
SPOT-119600,Mobile,3.49,62,22,0.3574,0,0.488,6,25
SPOT-119601,Mobile,5.5,98,47,0.4866,173,0.194,1,20
SPOT-119602,Mobile,2.98,53,15,0.3004,0,0.276,7,23
SPOT-119603,Mobile,1.21,21,7,0.3431,0,0.374,4,25
SPOT-119604,Web Player,4.99,89,17,0.1978,0,0.187,6,22
SPOT-119605,Mobile,3.17,57,21,0.3772,99,0.252,0,21
SPOT-119606,Mobile,1.65,29,12,0.4359,0,0.51,3,22
SPOT-119607,Mobile,2.91,52,21,0.4151,0,0.193,9,21
SPOT-119608,Smart Speaker,1.0,18,3,0.1824,0,0.326,6,24
SPOT-119609,Mobile,2.33,41,14,0.3488,0,0.04,5,25
SPOT-119610,Mobile,1.24,22,5,0.2707,0,0.043,5,22
SPOT-119611,Desktop,5.15,92,7,0.082,0,0.489,3,21
SPOT-119612,Desktop,2.63,47,13,0.2963,82,0.072,6,24
SPOT-119613,Web Player,0.78,14,1,0.0937,24,0.072,1,10
SPOT-119614,Mobile,7.01,126,42,0.3364,0,0.29,7,22
SPOT-119615,Desktop,2.31,41,2,0.0654,0,0.728,5,21
SPOT-119616,Mobile,9.41,169,93,0.5504,0,0.702,5,19
SPOT-119617,Mobile,2.21,39,7,0.1876,0,0.472,5,22
SPOT-119618,Mobile,1.19,21,6,0.308,37,0.358,2,14
SPOT-119619,Connected Car,0.71,12,4,0.3474,22,0.237,2,19
SPOT-119620,Desktop,2.56,45,14,0.3127,80,0.089,1,24
SPOT-119621,Mobile,4.27,76,11,0.1494,0,0.055,6,25
SPOT-119622,Mobile,2.58,46,17,0.3745,81,0.213,1,13
SPOT-119623,Smart Speaker,6.08,109,29,0.2704,0,0.559,6,23
SPOT-119624,Desktop,0.4,7,1,0.2476,0,0.099,0,12
SPOT-119625,Mobile,2.58,46,7,0.1678,0,0.256,11,21
SPOT-119626,Desktop,2.27,40,6,0.154,0,0.273,9,22
SPOT-119627,Mobile,3.58,64,30,0.4838,112,0.168,2,22
SPOT-119628,Mobile,2.08,37,17,0.4725,65,0.377,2,6
SPOT-119629,Desktop,0.86,15,3,0.2056,27,0.016,2,24
SPOT-119630,Smart Speaker,4.31,77,5,0.0709,0,0.556,6,19
SPOT-119631,Smart Speaker,5.44,97,21,0.22,0,0.115,7,23
SPOT-119632,Mobile,7.89,142,6,0.0482,0,0.235,8,27
SPOT-119633,Smart Speaker,1.07,19,6,0.3322,33,0.429,6,23
SPOT-119634,Mobile,1.43,25,16,0.6574,44,0.137,3,8
SPOT-119635,Desktop,0.69,12,0,0.063,0,0.175,8,24
SPOT-119636,Desktop,1.75,31,8,0.2632,0,0.124,6,23
SPOT-119637,Mobile,3.74,67,14,0.2141,117,0.494,2,23
SPOT-119638,Smart Speaker,2.71,48,10,0.218,0,0.246,7,23
SPOT-119639,Mobile,2.9,52,13,0.2595,0,0.206,6,17
SPOT-119640,Mobile,1.78,32,15,0.4845,0,0.556,4,10
SPOT-119641,Mobile,2.49,44,8,0.2033,0,0.039,6,20
SPOT-119642,Desktop,1.98,35,8,0.2431,0,0.152,7,24
SPOT-119643,Mobile,4.27,76,36,0.4783,0,0.042,1,23
SPOT-119644,Desktop,1.69,30,8,0.2701,0,0.369,5,23
SPOT-119645,Smart Speaker,0.55,9,2,0.258,17,0.219,0,23
SPOT-119646,Mobile,3.43,61,14,0.2394,0,0.274,7,24
SPOT-119647,Mobile,2.25,40,1,0.0382,0,0.034,7,25
SPOT-119648,Mobile,1.98,35,19,0.5574,62,0.603,1,22
SPOT-119649,Desktop,5.51,99,36,0.3683,0,0.102,7,20
SPOT-119650,Desktop,7.89,142,28,0.2023,0,0.468,4,21
SPOT-119651,Mobile,0.49,8,0,0.0998,15,0.491,0,23
SPOT-119652,Mobile,1.83,32,4,0.1334,57,0.058,2,20
SPOT-119653,Mobile,4.15,74,22,0.3096,0,0.161,4,21
SPOT-119654,Mobile,2.41,43,2,0.0639,75,0.284,2,23
SPOT-119655,Mobile,1.2,21,1,0.0721,0,0.205,7,19
SPOT-119656,Desktop,1.01,18,8,0.4859,31,0.462,5,23
SPOT-119657,Mobile,1.39,25,9,0.3732,43,0.157,0,11
SPOT-119658,Smart Speaker,1.36,24,2,0.1048,0,0.253,10,27
SPOT-119659,Desktop,1.23,22,7,0.352,0,0.447,6,22
SPOT-119660,Mobile,1.3,23,10,0.4661,41,0.066,1,26
SPOT-119661,Mobile,5.01,90,49,0.5523,157,0.214,2,23
SPOT-119662,Mobile,1.29,23,4,0.1755,40,0.204,3,22
SPOT-119663,Smart Speaker,2.8,50,6,0.1381,0,0.253,8,25
SPOT-119664,Smart Speaker,0.94,16,3,0.2256,0,0.073,8,23
SPOT-119665,Smart Speaker,3.49,62,25,0.4111,0,0.668,3,25
SPOT-119666,Web Player,11.08,199,69,0.3479,0,0.07,4,24
SPOT-119667,Desktop,0.73,13,5,0.424,23,0.05,1,12
SPOT-119668,Mobile,3.59,64,12,0.1963,0,0.09,7,24
SPOT-119669,Mobile,1.97,35,1,0.0376,0,0.314,9,23
SPOT-119670,Mobile,1.64,29,5,0.182,0,0.298,4,24
SPOT-119671,Mobile,6.47,116,1,0.0166,0,0.105,7,25
SPOT-119672,Web Player,4.88,87,34,0.3914,153,0.219,2,21
SPOT-119673,Mobile,3.15,56,14,0.2647,0,0.165,3,23
SPOT-119674,Desktop,4.76,85,10,0.1201,0,0.05,6,22
SPOT-119675,Mobile,2.72,49,11,0.2327,85,0.511,6,19
SPOT-119676,Mobile,2.64,47,6,0.1408,0,0.369,7,22
SPOT-119677,Mobile,4.65,83,15,0.1918,0,0.142,14,24
SPOT-119678,Desktop,3.23,58,36,0.6291,0,0.218,9,25
SPOT-119679,Web Player,2.32,41,2,0.0643,0,0.435,3,24
SPOT-119680,Mobile,2.32,41,11,0.2808,73,0.072,1,10
SPOT-119681,Desktop,4.21,75,19,0.2613,132,0.456,2,23
SPOT-119682,Web Player,1.07,19,4,0.2616,33,0.249,3,18
SPOT-119683,Mobile,4.03,72,20,0.2855,126,0.191,2,12
SPOT-119684,Mobile,4.29,77,8,0.1062,0,0.113,8,21
SPOT-119685,Mobile,1.25,22,3,0.1633,39,0.259,2,4
SPOT-119686,Desktop,1.86,33,14,0.4455,58,0.19,2,20
SPOT-119687,Desktop,1.75,31,5,0.1688,55,0.318,0,20
SPOT-119688,Mobile,2.14,38,3,0.1006,0,0.537,4,22
SPOT-119689,Mobile,2.8,50,29,0.5913,88,0.452,2,6
SPOT-119690,Smart Speaker,2.64,47,20,0.4307,83,0.284,1,23
SPOT-119691,Mobile,4.47,80,0,0.01,0,0.573,8,25
SPOT-119692,Mobile,2.56,46,1,0.0348,80,0.168,3,25
SPOT-119693,Mobile,3.53,63,6,0.1072,0,0.324,7,25
SPOT-119694,Smart Speaker,7.87,141,37,0.2657,0,0.327,5,18
SPOT-119695,Mobile,1.88,33,7,0.2334,59,0.069,1,11
SPOT-119696,Connected Car,1.53,27,3,0.1236,0,0.264,3,23
SPOT-119697,Mobile,1.4,25,6,0.2431,0,0.236,7,20
SPOT-119698,Mobile,4.28,77,19,0.2545,0,0.441,9,26
SPOT-119699,Desktop,2.69,48,29,0.617,0,0.133,3,24
SPOT-119700,Mobile,1.82,32,5,0.1749,57,0.273,3,20
SPOT-119701,Mobile,4.03,72,1,0.0226,126,0.294,1,23
SPOT-119702,Desktop,2.09,37,10,0.2901,0,0.47,5,23
SPOT-119703,Mobile,0.77,13,1,0.0982,0,0.27,4,25
SPOT-119704,Mobile,4.65,83,19,0.2332,0,0.053,6,24
SPOT-119705,Mobile,4.15,74,24,0.3272,0,0.528,9,23
SPOT-119706,Mobile,1.78,32,12,0.404,56,0.009,1,22
SPOT-119707,Smart Speaker,1.13,20,9,0.4782,35,0.07,2,25
SPOT-119708,Desktop,4.29,77,26,0.3476,0,0.101,5,25
SPOT-119709,Web Player,2.17,39,6,0.1615,68,0.199,1,22
SPOT-119710,Mobile,2.45,44,7,0.1803,0,0.8,5,22
SPOT-119711,Mobile,1.49,26,8,0.3383,47,0.39,2,21
SPOT-119712,Desktop,5.01,90,47,0.5242,0,0.205,8,23
SPOT-119713,Mobile,3.2,57,19,0.3353,0,0.363,5,22
SPOT-119714,Mobile,3.75,67,23,0.356,0,0.089,5,26
SPOT-119715,Connected Car,5.85,105,12,0.1201,0,0.062,11,20
SPOT-119716,Desktop,4.67,84,1,0.0222,0,0.185,9,23
SPOT-119717,Mobile,4.57,82,31,0.3878,143,0.423,2,23
SPOT-119718,Mobile,3.11,56,23,0.4156,0,0.499,1,24
SPOT-119719,Mobile,3.51,63,10,0.1713,0,0.25,5,21
SPOT-119720,Mobile,1.9,34,15,0.4603,60,0.683,4,22
SPOT-119721,Smart Speaker,2.33,41,0,0.01,73,0.476,3,22
SPOT-119722,Smart Speaker,1.39,25,2,0.0869,0,0.673,4,21
SPOT-119723,Desktop,3.35,60,26,0.4441,0,0.123,1,24
SPOT-119724,Mobile,2.8,50,0,0.0191,0,0.103,5,23
SPOT-119725,Mobile,1.73,31,6,0.2161,54,0.252,3,20
SPOT-119726,Smart Speaker,3.18,57,19,0.3339,100,0.222,2,16
SPOT-119727,Mobile,2.57,46,13,0.2863,0,0.515,14,19
SPOT-119728,Web Player,4.2,75,19,0.2654,0,0.091,5,23
SPOT-119729,Desktop,3.32,59,24,0.4224,0,0.264,5,23
SPOT-119730,Mobile,2.22,39,1,0.0402,0,0.252,5,23
SPOT-119731,Connected Car,0.26,4,1,0.2983,8,0.094,5,22
SPOT-119732,Mobile,0.35,6,2,0.3743,0,0.377,6,26
SPOT-119733,Mobile,4.94,88,17,0.199,0,0.566,7,20
SPOT-119734,Mobile,2.56,46,5,0.1151,0,0.249,2,25
SPOT-119735,Web Player,4.59,82,21,0.2566,0,0.107,4,19
SPOT-119736,Desktop,2.45,44,12,0.2795,77,0.116,1,24
SPOT-119737,Mobile,2.11,38,20,0.5276,0,0.153,3,21
SPOT-119738,Mobile,2.55,45,6,0.1438,0,0.333,7,15
SPOT-119739,Smart Speaker,0.91,16,5,0.3186,28,0.128,4,13
SPOT-119740,Mobile,3.3,59,41,0.7103,103,0.128,6,13
SPOT-119741,Desktop,0.26,4,2,0.5931,8,0.028,2,11
SPOT-119742,Mobile,2.02,36,5,0.1662,63,0.144,1,23
SPOT-119743,Web Player,6.21,111,52,0.4753,0,0.218,5,21
SPOT-119744,Mobile,3.22,57,14,0.2536,0,0.303,6,21
SPOT-119745,Desktop,2.79,50,8,0.177,0,0.061,6,26
SPOT-119746,Desktop,2.98,53,17,0.3334,0,0.61,5,17
SPOT-119747,Connected Car,1.36,24,13,0.572,42,0.028,3,25
SPOT-119748,Mobile,1.02,18,7,0.4007,0,0.601,4,20
SPOT-119749,Mobile,7.84,141,42,0.2995,0,0.37,4,21
SPOT-119750,Desktop,0.67,12,1,0.1627,21,0.114,2,23
SPOT-119751,Smart Speaker,1.42,25,1,0.0716,0,0.149,3,21
SPOT-119752,Mobile,1.62,29,2,0.086,0,0.229,5,21
SPOT-119753,Mobile,3.54,63,8,0.1351,0,0.429,7,20
SPOT-119754,Smart Speaker,5.82,104,57,0.55,183,0.171,2,22
SPOT-119755,Smart Speaker,0.84,15,1,0.1307,0,0.315,2,11
SPOT-119756,Mobile,5.2,93,25,0.2793,0,0.103,12,23
SPOT-119757,Mobile,1.81,32,3,0.1211,0,0.121,5,25
SPOT-119758,Mobile,3.35,60,29,0.4941,105,0.452,4,21
SPOT-119759,Connected Car,1.87,33,6,0.1904,0,0.214,11,20
SPOT-119760,Smart Speaker,3.15,56,23,0.4254,99,0.153,4,25
SPOT-119761,Mobile,5.25,94,22,0.2423,0,0.107,7,25
SPOT-119762,Desktop,3.03,54,32,0.5976,95,0.089,4,25
SPOT-119763,Mobile,2.54,45,15,0.3436,79,0.327,4,18
SPOT-119764,Mobile,4.74,85,22,0.261,0,0.099,8,22
SPOT-119765,Smart Speaker,3.43,61,9,0.1532,0,0.346,8,21
SPOT-119766,Mobile,2.63,47,17,0.3709,0,0.332,4,22
SPOT-119767,Mobile,2.53,45,1,0.0396,0,0.612,6,21
SPOT-119768,Mobile,2.85,51,5,0.1072,0,0.448,7,23
SPOT-119769,Mobile,0.51,9,2,0.3304,16,0.15,6,11
SPOT-119770,Mobile,1.42,25,9,0.3804,44,0.543,1,12
SPOT-119771,Smart Speaker,2.93,52,2,0.0473,92,0.37,0,21
SPOT-119772,Desktop,2.05,36,2,0.0714,0,0.196,4,25
SPOT-119773,Mobile,1.27,22,5,0.2288,0,0.466,4,22
SPOT-119774,Smart Speaker,4.42,79,1,0.0128,0,0.186,5,22
SPOT-119775,Smart Speaker,6.03,108,8,0.0771,0,0.128,4,25
SPOT-119776,Smart Speaker,6.26,112,69,0.6221,0,0.122,5,19
SPOT-119777,Mobile,1.79,32,7,0.2375,0,0.168,2,24
SPOT-119778,Mobile,3.05,54,18,0.3457,95,0.208,2,23
SPOT-119779,Mobile,0.91,16,2,0.1332,0,0.188,1,23
SPOT-119780,Mobile,3.48,62,8,0.1295,109,0.086,1,24
SPOT-119781,Mobile,1.62,29,12,0.4218,51,0.259,1,11
SPOT-119782,Mobile,5.21,93,10,0.1116,163,0.647,3,20
SPOT-119783,Desktop,2.22,40,18,0.4543,0,0.219,6,21
SPOT-119784,Web Player,2.87,51,12,0.247,90,0.186,1,20
SPOT-119785,Mobile,1.1,19,4,0.2325,34,0.435,2,14
SPOT-119786,Mobile,4.09,73,7,0.1026,0,0.494,4,14
SPOT-119787,Web Player,2.84,51,1,0.0217,89,0.061,4,23
SPOT-119788,Mobile,2.61,46,15,0.3452,0,0.399,5,19
SPOT-119789,Mobile,1.49,26,13,0.5303,0,0.037,6,25
SPOT-119790,Mobile,4.94,88,54,0.6148,0,0.156,5,19
SPOT-119791,Desktop,0.83,14,2,0.1773,0,0.765,8,18
SPOT-119792,Mobile,0.47,8,5,0.6314,14,0.204,1,11
SPOT-119793,Mobile,2.47,44,14,0.3219,0,0.586,6,24
SPOT-119794,Mobile,2.17,39,8,0.2241,68,0.391,5,21
SPOT-119795,Smart Speaker,2.83,50,38,0.7697,89,0.288,4,10
SPOT-119796,Connected Car,1.37,24,10,0.4205,0,0.2,9,23
SPOT-119797,Web Player,3.88,69,29,0.4344,122,0.303,1,22
SPOT-119798,Desktop,1.95,35,13,0.3748,0,0.308,5,21
SPOT-119799,Desktop,3.01,54,27,0.507,94,0.465,0,14
SPOT-119800,Smart Speaker,1.6,28,13,0.4724,0,0.56,7,24
SPOT-119801,Mobile,1.95,35,10,0.293,0,0.373,9,22
SPOT-119802,Mobile,3.04,54,25,0.4683,0,0.687,6,21
SPOT-119803,Mobile,1.4,25,14,0.5712,0,0.186,4,22
SPOT-119804,Mobile,1.47,26,4,0.1834,46,0.108,1,22
